Date,Team,Player Value,Pick Value,Total Value
2023-12-17,Don’t Tread on Me,83389,26319,109708
2023-12-17,Stroud Boyz,66725,43047,109772
2023-12-17,The Shake’N’Bakerz,60612,22699,83311
2023-12-17,Low Taper Feyd,50681,35876,86557
2023-12-17,Washed up Wilsons,71467,24283,95750
2023-12-17,The Cleveland Josh Allens,84559,18842,103401
2023-12-17,Bye Week,54637,36021,90658
2023-12-17,Turrible. Just turrible.,78624,14626,93250
2023-12-18,Stanford Marshmallows,62560,44120,106680
2023-12-18,All-Pro KTC,101023,16614,117637
2023-12-18,Don’t Tread on Me,83415,26369,109784
2023-12-18,Stroud Boyz,66638,43289,109927
2023-12-18,The Shake’N’Bakerz,60521,22779,83300
2023-12-18,Low Taper Feyd,50770,35910,86680
2023-12-18,Washed up Wilsons,71407,24372,95779
2023-12-18,The Cleveland Josh Allens,84502,18969,103471
2023-12-18,Bye Week,54644,36170,90814
2023-12-18,Turrible. Just turrible.,78572,14648,93220
2023-12-19,Stanford Marshmallows,62640,44364,107004
2023-12-19,All-Pro KTC,101198,16561,117759
2023-12-19,Don’t Tread on Me,83393,26486,109879
2023-12-19,Stroud Boyz,66697,43455,110152
2023-12-19,The Shake’N’Bakerz,60121,22907,83028
2023-12-19,Low Taper Feyd,50704,36171,86875
2023-12-19,Washed up Wilsons,71361,24438,95799
2023-12-19,The Cleveland Josh Allens,84421,19037,103458
2023-12-19,Bye Week,54696,36260,90956
2023-12-19,Turrible. Just turrible.,78675,14631,93306
2023-12-20,Stanford Marshmallows,62448,44432,106880
2023-12-20,All-Pro KTC,101447,16632,118079
2023-12-20,Don’t Tread on Me,83305,26501,109806
2023-12-20,Stroud Boyz,66424,43383,109807
2023-12-20,The Shake’N’Bakerz,60106,22911,83017
2023-12-20,Low Taper Feyd,50717,36228,86945
2023-12-20,Washed up Wilsons,71546,24420,95966
2023-12-20,The Cleveland Josh Allens,84425,19000,103425
2023-12-20,Bye Week,54534,36176,90710
2023-12-20,Turrible. Just turrible.,78797,14577,93374
2023-12-21,Stanford Marshmallows,62406,44382,106788
2023-12-21,All-Pro KTC,101512,16632,118144
2023-12-21,Don’t Tread on Me,83142,26504,109646
2023-12-21,Stroud Boyz,66125,43382,109507
2023-12-21,The Shake’N’Bakerz,60035,22910,82945
2023-12-21,Low Taper Feyd,50837,36195,87032
2023-12-21,Washed up Wilsons,71657,24447,96104
2023-12-21,The Cleveland Josh Allens,84436,19036,103472
2023-12-21,Bye Week,54389,36279,90668
2023-12-21,Turrible. Just turrible.,79035,14643,93678
2023-12-22,Stanford Marshmallows,62324,44492,106816
2023-12-22,All-Pro KTC,101537,16678,118215
2023-12-22,Don’t Tread on Me,83141,26551,109692
2023-12-22,Stroud Boyz,66186,43498,109684
2023-12-22,The Shake’N’Bakerz,59944,22959,82903
2023-12-22,Low Taper Feyd,50828,36275,87103
2023-12-22,Washed up Wilsons,71968,24524,96492
2023-12-22,The Cleveland Josh Allens,84051,19078,103129
2023-12-22,Bye Week,54280,36330,90610
2023-12-22,Turrible. Just turrible.,79137,14635,93772
2023-12-23,Stanford Marshmallows,62239,44385,106624
2023-12-23,All-Pro KTC,101783,16455,118238
2023-12-23,Don’t Tread on Me,83327,26458,109785
2023-12-23,Stroud Boyz,66055,43423,109478
2023-12-23,The Shake’N’Bakerz,59982,22918,82900
2023-12-23,Low Taper Feyd,50795,36243,87038
2023-12-23,Washed up Wilsons,72103,24549,96652
2023-12-23,The Cleveland Josh Allens,83722,19083,102805
2023-12-23,Bye Week,54311,36266,90577
2023-12-23,Turrible. Just turrible.,79171,14620,93791
2023-12-24,Stanford Marshmallows,62217,44331,106548
2023-12-24,All-Pro KTC,101890,16439,118329
2023-12-24,Don’t Tread on Me,83383,26422,109805
2023-12-24,Stroud Boyz,66011,43378,109389
2023-12-24,The Shake’N’Bakerz,60008,22875,82883
2023-12-24,Low Taper Feyd,50650,36180,86830
2023-12-24,Washed up Wilsons,72222,24466,96688
2023-12-24,The Cleveland Josh Allens,83750,19051,102801
2023-12-24,Bye Week,54318,36190,90508
2023-12-24,Turrible. Just turrible.,79095,14608,93703
2023-12-25,Stanford Marshmallows,62262,44319,106581
2023-12-25,All-Pro KTC,101993,16470,118463
2023-12-25,Don’t Tread on Me,83259,26405,109664
2023-12-25,Stroud Boyz,66135,43296,109431
2023-12-25,The Shake’N’Bakerz,60045,22858,82903
2023-12-25,Low Taper Feyd,50623,36153,86776
2023-12-25,Washed up Wilsons,72234,24407,96641
2023-12-25,The Cleveland Josh Allens,83648,18970,102618
2023-12-25,Bye Week,54201,36118,90319
2023-12-25,Turrible. Just turrible.,79102,14594,93696
2023-12-26,Stanford Marshmallows,62259,44489,106748
2023-12-26,All-Pro KTC,102000,16499,118499
2023-12-26,Don’t Tread on Me,83251,26495,109746
2023-12-26,Stroud Boyz,66197,43389,109586
2023-12-26,The Shake’N’Bakerz,59988,22968,82956
2023-12-26,Low Taper Feyd,50495,36285,86780
2023-12-26,Washed up Wilsons,72282,24458,96740
2023-12-26,The Cleveland Josh Allens,83412,18954,102366
2023-12-26,Bye Week,54275,36175,90450
2023-12-26,Turrible. Just turrible.,79043,14628,93671
2023-12-27,Stanford Marshmallows,62256,44534,106790
2023-12-27,All-Pro KTC,102139,16384,118523
2023-12-27,Don’t Tread on Me,83294,26479,109773
2023-12-27,Stroud Boyz,66336,43394,109730
2023-12-27,The Shake’N’Bakerz,59902,23000,82902
2023-12-27,Low Taper Feyd,50524,36366,86890
2023-12-27,Washed up Wilsons,72398,24413,96811
2023-12-27,The Cleveland Josh Allens,83368,18982,102350
2023-12-27,Bye Week,54226,36214,90440
2023-12-27,Turrible. Just turrible.,78909,14574,93483
2023-12-28,Stanford Marshmallows,62337,44698,107035
2023-12-28,All-Pro KTC,102393,16325,118718
2023-12-28,Don’t Tread on Me,83363,26552,109915
2023-12-28,Stroud Boyz,66472,43535,110007
2023-12-28,The Shake’N’Bakerz,60171,23085,83256
2023-12-28,Low Taper Feyd,50151,36540,86691
2023-12-28,Washed up Wilsons,72432,24459,96891
2023-12-28,The Cleveland Josh Allens,83058,19010,102068
2023-12-28,Bye Week,54307,36330,90637
2023-12-28,Turrible. Just turrible.,78407,14606,93013
2023-12-29,Stanford Marshmallows,62360,44769,107129
2023-12-29,All-Pro KTC,102543,16379,118922
2023-12-29,Don’t Tread on Me,83319,26594,109913
2023-12-29,Stroud Boyz,66638,43643,110281
2023-12-29,The Shake’N’Bakerz,60154,23208,83362
2023-12-29,Low Taper Feyd,49842,36523,86365
2023-12-29,Washed up Wilsons,72644,24518,97162
2023-12-29,The Cleveland Josh Allens,83069,18960,102029
2023-12-29,Bye Week,54370,36327,90697
2023-12-29,Turrible. Just turrible.,78142,14549,92691
2023-12-30,Stanford Marshmallows,62452,44649,107101
2023-12-30,All-Pro KTC,102667,16296,118963
2023-12-30,Don’t Tread on Me,83550,26514,110064
2023-12-30,Stroud Boyz,66616,43509,110125
2023-12-30,The Shake’N’Bakerz,60120,23153,83273
2023-12-30,Low Taper Feyd,49659,36449,86108
2023-12-30,Washed up Wilsons,72671,24447,97118
2023-12-30,The Cleveland Josh Allens,82853,18921,101774
2023-12-30,Bye Week,54399,36279,90678
2023-12-30,Turrible. Just turrible.,78200,14513,92713
2023-12-31,Stanford Marshmallows,62447,44377,106824
2023-12-31,All-Pro KTC,102931,16332,119263
2023-12-31,Don’t Tread on Me,83554,26408,109962
2023-12-31,Stroud Boyz,66478,43378,109856
2023-12-31,The Shake’N’Bakerz,60059,23062,83121
2023-12-31,Low Taper Feyd,49536,36181,85717
2023-12-31,Washed up Wilsons,72674,24426,97100
2023-12-31,The Cleveland Josh Allens,82911,18924,101835
2023-12-31,Bye Week,54394,36229,90623
2023-12-31,Turrible. Just turrible.,78206,14473,92679
2024-01-01,Stanford Marshmallows,62365,44416,106781
2024-01-01,All-Pro KTC,103234,16360,119594
2024-01-01,Don’t Tread on Me,83614,26409,110023
2024-01-01,Stroud Boyz,66339,43342,109681
2024-01-01,The Shake’N’Bakerz,59952,23116,83068
2024-01-01,Low Taper Feyd,49703,36180,85883
2024-01-01,Washed up Wilsons,72815,24413,97228
2024-01-01,The Cleveland Josh Allens,82806,18936,101742
2024-01-01,Bye Week,54289,36259,90548
2024-01-01,Turrible. Just turrible.,78037,14469,92506
2024-01-02,Stanford Marshmallows,62138,44376,106514
2024-01-02,All-Pro KTC,103510,16538,120048
2024-01-02,Don’t Tread on Me,83405,26424,109829
2024-01-02,Stroud Boyz,66211,43415,109626
2024-01-02,The Shake’N’Bakerz,60217,23155,83372
2024-01-02,Low Taper Feyd,49662,36036,85698
2024-01-02,Washed up Wilsons,72713,24443,97156
2024-01-02,The Cleveland Josh Allens,82661,19017,101678
2024-01-02,Bye Week,54360,36299,90659
2024-01-02,Turrible. Just turrible.,78275,14437,92712
2024-01-03,Stanford Marshmallows,62249,44553,106802
2024-01-03,All-Pro KTC,103936,16339,120275
2024-01-03,Don’t Tread on Me,83501,26499,110000
2024-01-03,Stroud Boyz,66206,43505,109711
2024-01-03,The Shake’N’Bakerz,60235,23167,83402
2024-01-03,Low Taper Feyd,49550,36281,85831
2024-01-03,Washed up Wilsons,72632,24384,97016
2024-01-03,The Cleveland Josh Allens,82651,19078,101729
2024-01-03,Bye Week,54165,36364,90529
2024-01-03,Turrible. Just turrible.,77987,14600,92587
2024-01-04,Stanford Marshmallows,62381,44410,106791
2024-01-04,All-Pro KTC,104022,16323,120345
2024-01-04,Don’t Tread on Me,83196,26430,109626
2024-01-04,Stroud Boyz,66246,43404,109650
2024-01-04,The Shake’N’Bakerz,60430,23131,83561
2024-01-04,Low Taper Feyd,49671,36160,85831
2024-01-04,Washed up Wilsons,72597,24309,96906
2024-01-04,The Cleveland Josh Allens,82447,19059,101506
2024-01-04,Bye Week,54192,36315,90507
2024-01-04,Turrible. Just turrible.,77942,14499,92441
2024-01-05,Stanford Marshmallows,62458,44510,106968
2024-01-05,All-Pro KTC,104162,16252,120414
2024-01-05,Don’t Tread on Me,83361,26476,109837
2024-01-05,Stroud Boyz,66415,43435,109850
2024-01-05,The Shake’N’Bakerz,60310,23103,83413
2024-01-05,Low Taper Feyd,49582,36280,85862
2024-01-05,Washed up Wilsons,72522,24251,96773
2024-01-05,The Cleveland Josh Allens,82127,19063,101190
2024-01-05,Bye Week,54087,36266,90353
2024-01-05,Turrible. Just turrible.,78104,14604,92708
2024-01-06,Stanford Marshmallows,62363,44463,106826
2024-01-06,All-Pro KTC,104315,16175,120490
2024-01-06,Don’t Tread on Me,83235,26448,109683
2024-01-06,Stroud Boyz,66299,43405,109704
2024-01-06,The Shake’N’Bakerz,60285,22973,83258
2024-01-06,Low Taper Feyd,49663,36316,85979
2024-01-06,Washed up Wilsons,72809,24281,97090
2024-01-06,The Cleveland Josh Allens,82140,19121,101261
2024-01-06,Bye Week,53847,36266,90113
2024-01-06,Turrible. Just turrible.,78175,14722,92897
2024-01-07,Stanford Marshmallows,62192,44550,106742
2024-01-07,All-Pro KTC,104483,16288,120771
2024-01-07,Don’t Tread on Me,82964,26475,109439
2024-01-07,Stroud Boyz,66194,43482,109676
2024-01-07,The Shake’N’Bakerz,60379,22996,83375
2024-01-07,Low Taper Feyd,49593,36293,85886
2024-01-07,Washed up Wilsons,72991,24331,97322
2024-01-07,The Cleveland Josh Allens,82175,19122,101297
2024-01-07,Bye Week,53785,36144,89929
2024-01-07,Turrible. Just turrible.,78485,14719,93204
2024-01-08,Stanford Marshmallows,62222,44437,106659
2024-01-08,All-Pro KTC,104772,16486,121258
2024-01-08,Don’t Tread on Me,82795,26471,109266
2024-01-08,Stroud Boyz,66201,43494,109695
2024-01-08,The Shake’N’Bakerz,60117,22976,83093
2024-01-08,Low Taper Feyd,49498,36198,85696
2024-01-08,Washed up Wilsons,72915,24502,97417
2024-01-08,The Cleveland Josh Allens,82512,19195,101707
2024-01-08,Bye Week,53798,36304,90102
2024-01-08,Turrible. Just turrible.,78472,14657,93129
2024-01-09,Stanford Marshmallows,62073,44677,106750
2024-01-09,All-Pro KTC,104965,16456,121421
2024-01-09,Don’t Tread on Me,82711,26592,109303
2024-01-09,Stroud Boyz,65926,43829,109755
2024-01-09,The Shake’N’Bakerz,59874,23123,82997
2024-01-09,Low Taper Feyd,49530,36339,85869
2024-01-09,Washed up Wilsons,73003,24766,97769
2024-01-09,The Cleveland Josh Allens,82418,19354,101772
2024-01-09,Bye Week,54015,36407,90422
2024-01-09,Turrible. Just turrible.,78498,14817,93315
2024-01-10,Stanford Marshmallows,61807,44553,106360
2024-01-10,All-Pro KTC,104986,16573,121559
2024-01-10,Don’t Tread on Me,82645,26527,109172
2024-01-10,Stroud Boyz,66023,43738,109761
2024-01-10,The Shake’N’Bakerz,59831,23087,82918
2024-01-10,Low Taper Feyd,49416,36207,85623
2024-01-10,Washed up Wilsons,72899,24737,97636
2024-01-10,The Cleveland Josh Allens,82535,19312,101847
2024-01-10,Bye Week,54118,36540,90658
2024-01-10,Turrible. Just turrible.,78604,14786,93390
2024-01-11,Stanford Marshmallows,61901,44465,106366
2024-01-11,All-Pro KTC,104918,16219,121137
2024-01-11,Don’t Tread on Me,82506,26458,108964
2024-01-11,Stroud Boyz,66237,43783,110020
2024-01-11,The Shake’N’Bakerz,59700,23051,82751
2024-01-11,Low Taper Feyd,49419,36235,85654
2024-01-11,Washed up Wilsons,72817,24776,97593
2024-01-11,The Cleveland Josh Allens,82377,19382,101759
2024-01-11,Bye Week,54135,36494,90629
2024-01-11,Turrible. Just turrible.,78999,14797,93796
2024-01-12,Stanford Marshmallows,61875,44402,106277
2024-01-12,All-Pro KTC,105324,16139,121463
2024-01-12,Don’t Tread on Me,82329,26382,108711
2024-01-12,Stroud Boyz,66183,43521,109704
2024-01-12,The Shake’N’Bakerz,59963,22979,82942
2024-01-12,Low Taper Feyd,49409,36199,85608
2024-01-12,Washed up Wilsons,72756,24537,97293
2024-01-12,The Cleveland Josh Allens,82506,19206,101712
2024-01-12,Bye Week,54081,36257,90338
2024-01-12,Turrible. Just turrible.,78807,14738,93545
2024-01-13,Stanford Marshmallows,61827,44187,106014
2024-01-13,All-Pro KTC,105461,16112,121573
2024-01-13,Don’t Tread on Me,82130,26290,108420
2024-01-13,Stroud Boyz,66012,43385,109397
2024-01-13,The Shake’N’Bakerz,59891,22980,82871
2024-01-13,Low Taper Feyd,49578,36001,85579
2024-01-13,Washed up Wilsons,72775,24431,97206
2024-01-13,The Cleveland Josh Allens,82552,19128,101680
2024-01-13,Bye Week,54095,36191,90286
2024-01-13,Turrible. Just turrible.,79066,14555,93621
2024-01-14,Stanford Marshmallows,61928,44080,106008
2024-01-14,All-Pro KTC,105417,16033,121450
2024-01-14,Don’t Tread on Me,82183,26256,108439
2024-01-14,Stroud Boyz,66446,43408,109854
2024-01-14,The Shake’N’Bakerz,59663,22970,82633
2024-01-14,Low Taper Feyd,49550,35929,85479
2024-01-14,Washed up Wilsons,72853,24466,97319
2024-01-14,The Cleveland Josh Allens,82728,19203,101931
2024-01-14,Bye Week,53931,36234,90165
2024-01-14,Turrible. Just turrible.,79032,14541,93573
2024-01-15,Stanford Marshmallows,61679,44013,105692
2024-01-15,All-Pro KTC,105274,16009,121283
2024-01-15,Don’t Tread on Me,82406,26177,108583
2024-01-15,Stroud Boyz,66330,43181,109511
2024-01-15,The Shake’N’Bakerz,59675,22845,82520
2024-01-15,Low Taper Feyd,49266,35894,85160
2024-01-15,Washed up Wilsons,72742,24437,97179
2024-01-15,The Cleveland Josh Allens,82905,19155,102060
2024-01-15,Bye Week,53979,36023,90002
2024-01-15,Turrible. Just turrible.,79447,14566,94013
2024-01-16,Stanford Marshmallows,61912,44049,105961
2024-01-16,All-Pro KTC,105635,15986,121621
2024-01-16,Don’t Tread on Me,82444,26119,108563
2024-01-16,Stroud Boyz,66031,42950,108981
2024-01-16,The Shake’N’Bakerz,59619,22803,82422
2024-01-16,Low Taper Feyd,49169,35996,85165
2024-01-16,Washed up Wilsons,72936,24178,97114
2024-01-16,The Cleveland Josh Allens,82636,18998,101634
2024-01-16,Bye Week,53851,35997,89848
2024-01-16,Turrible. Just turrible.,79350,14434,93784
2024-01-17,Stanford Marshmallows,61823,44468,106291
2024-01-17,All-Pro KTC,105529,15985,121514
2024-01-17,Don’t Tread on Me,82417,26306,108723
2024-01-17,Stroud Boyz,66078,43328,109406
2024-01-17,The Shake’N’Bakerz,59451,22910,82361
2024-01-17,Low Taper Feyd,49208,36386,85594
2024-01-17,Washed up Wilsons,72758,24376,97134
2024-01-17,The Cleveland Josh Allens,82203,19164,101367
2024-01-17,Bye Week,53904,36203,90107
2024-01-17,Turrible. Just turrible.,79614,14614,94228
2024-01-18,Stanford Marshmallows,61669,44528,106197
2024-01-18,All-Pro KTC,105666,16138,121804
2024-01-18,Don’t Tread on Me,82109,26361,108470
2024-01-18,Stroud Boyz,65953,43428,109381
2024-01-18,The Shake’N’Bakerz,59451,23013,82464
2024-01-18,Low Taper Feyd,49214,36386,85600
2024-01-18,Washed up Wilsons,72864,24511,97375
2024-01-18,The Cleveland Josh Allens,82280,19205,101485
2024-01-18,Bye Week,54059,36343,90402
2024-01-18,Turrible. Just turrible.,79587,14577,94164
2024-01-19,Stanford Marshmallows,61523,44363,105886
2024-01-19,All-Pro KTC,105393,16025,121418
2024-01-19,Don’t Tread on Me,82138,26263,108401
2024-01-19,Stroud Boyz,66042,43332,109374
2024-01-19,The Shake’N’Bakerz,59448,22961,82409
2024-01-19,Low Taper Feyd,49155,36210,85365
2024-01-19,Washed up Wilsons,72762,24410,97172
2024-01-19,The Cleveland Josh Allens,82407,19015,101422
2024-01-19,Bye Week,54030,36128,90158
2024-01-19,Turrible. Just turrible.,79826,14523,94349
2024-01-20,Stanford Marshmallows,61363,44489,105852
2024-01-20,All-Pro KTC,105385,16003,121388
2024-01-20,Don’t Tread on Me,82011,26236,108247
2024-01-20,Stroud Boyz,65905,43090,108995
2024-01-20,The Shake’N’Bakerz,59479,22887,82366
2024-01-20,Low Taper Feyd,49180,36362,85542
2024-01-20,Washed up Wilsons,72795,24143,96938
2024-01-20,The Cleveland Josh Allens,82244,18843,101087
2024-01-20,Bye Week,54338,35941,90279
2024-01-20,Turrible. Just turrible.,79915,14496,94411
2024-01-21,Stanford Marshmallows,61335,44331,105666
2024-01-21,All-Pro KTC,105181,15839,121020
2024-01-21,Don’t Tread on Me,82052,26125,108177
2024-01-21,Stroud Boyz,65984,42976,108960
2024-01-21,The Shake’N’Bakerz,59606,22866,82472
2024-01-21,Low Taper Feyd,49315,36260,85575
2024-01-21,Washed up Wilsons,72954,24146,97100
2024-01-21,The Cleveland Josh Allens,82009,18743,100752
2024-01-21,Bye Week,54271,35867,90138
2024-01-21,Turrible. Just turrible.,79820,14407,94227
2024-01-22,Stanford Marshmallows,61460,44392,105852
2024-01-22,All-Pro KTC,105192,15978,121170
2024-01-22,Don’t Tread on Me,82246,26232,108478
2024-01-22,Stroud Boyz,65481,43337,108818
2024-01-22,The Shake’N’Bakerz,59409,22996,82405
2024-01-22,Low Taper Feyd,49584,36254,85838
2024-01-22,Washed up Wilsons,72937,24461,97398
2024-01-22,The Cleveland Josh Allens,81875,18901,100776
2024-01-22,Bye Week,54163,36106,90269
2024-01-22,Turrible. Just turrible.,80009,14413,94422
2024-01-23,Stanford Marshmallows,61495,44666,106161
2024-01-23,All-Pro KTC,105424,16183,121607
2024-01-23,Don’t Tread on Me,82115,26467,108582
2024-01-23,Stroud Boyz,65314,43709,109023
2024-01-23,The Shake’N’Bakerz,58986,23166,82152
2024-01-23,Low Taper Feyd,49522,36463,85985
2024-01-23,Washed up Wilsons,72859,24537,97396
2024-01-23,The Cleveland Josh Allens,81874,19070,100944
2024-01-23,Bye Week,54346,36444,90790
2024-01-23,Turrible. Just turrible.,80120,14495,94615
2024-01-24,Stanford Marshmallows,61260,44744,106004
2024-01-24,All-Pro KTC,105301,16107,121408
2024-01-24,Don’t Tread on Me,81907,26493,108400
2024-01-24,Stroud Boyz,65095,43744,108839
2024-01-24,The Shake’N’Bakerz,58960,23291,82251
2024-01-24,Low Taper Feyd,49406,36480,85886
2024-01-24,Washed up Wilsons,72863,24540,97403
2024-01-24,The Cleveland Josh Allens,81906,19060,100966
2024-01-24,Bye Week,54621,36307,90928
2024-01-24,Turrible. Just turrible.,80076,14414,94490
2024-01-25,Stanford Marshmallows,61070,44500,105570
2024-01-25,All-Pro KTC,105383,16004,121387
2024-01-25,Don’t Tread on Me,81911,26322,108233
2024-01-25,Stroud Boyz,65126,43344,108470
2024-01-25,The Shake’N’Bakerz,58936,23021,81957
2024-01-25,Low Taper Feyd,49698,36379,86077
2024-01-25,Washed up Wilsons,73014,24212,97226
2024-01-25,The Cleveland Josh Allens,81750,18909,100659
2024-01-25,Bye Week,54562,36138,90700
2024-01-25,Turrible. Just turrible.,80098,14401,94499
2024-01-26,Stanford Marshmallows,61191,44501,105692
2024-01-26,All-Pro KTC,105425,16044,121469
2024-01-26,Don’t Tread on Me,82065,26343,108408
2024-01-26,Stroud Boyz,65027,43366,108393
2024-01-26,The Shake’N’Bakerz,58867,22955,81822
2024-01-26,Low Taper Feyd,49595,36456,86051
2024-01-26,Washed up Wilsons,72942,24251,97193
2024-01-26,The Cleveland Josh Allens,81519,19058,100577
2024-01-26,Bye Week,54826,36286,91112
2024-01-26,Turrible. Just turrible.,80143,14440,94583
2024-01-27,Stanford Marshmallows,61284,44374,105658
2024-01-27,All-Pro KTC,105307,16138,121445
2024-01-27,Don’t Tread on Me,81876,26266,108142
2024-01-27,Stroud Boyz,64986,43240,108226
2024-01-27,The Shake’N’Bakerz,59115,22793,81908
2024-01-27,Low Taper Feyd,49532,36338,85870
2024-01-27,Washed up Wilsons,72937,24268,97205
2024-01-27,The Cleveland Josh Allens,81415,19114,100529
2024-01-27,Bye Week,54915,36189,91104
2024-01-27,Turrible. Just turrible.,80319,14470,94789
2024-01-28,Stanford Marshmallows,61298,44505,105803
2024-01-28,All-Pro KTC,105161,16293,121454
2024-01-28,Don’t Tread on Me,81940,26324,108264
2024-01-28,Stroud Boyz,65043,43223,108266
2024-01-28,The Shake’N’Bakerz,59061,22798,81859
2024-01-28,Low Taper Feyd,49638,36452,86090
2024-01-28,Washed up Wilsons,72942,24215,97157
2024-01-28,The Cleveland Josh Allens,81460,19109,100569
2024-01-28,Bye Week,54795,36230,91025
2024-01-28,Turrible. Just turrible.,80262,14451,94713
2024-01-29,Stanford Marshmallows,61358,44468,105826
2024-01-29,All-Pro KTC,104950,16180,121130
2024-01-29,Don’t Tread on Me,81879,26285,108164
2024-01-29,Stroud Boyz,64885,43190,108075
2024-01-29,The Shake’N’Bakerz,59126,22784,81910
2024-01-29,Low Taper Feyd,49590,36485,86075
2024-01-29,Washed up Wilsons,72853,24263,97116
2024-01-29,The Cleveland Josh Allens,81544,19168,100712
2024-01-29,Bye Week,54815,36291,91106
2024-01-29,Turrible. Just turrible.,80387,14446,94833
2024-01-30,Stanford Marshmallows,61386,44713,106099
2024-01-30,All-Pro KTC,104596,16246,120842
2024-01-30,Don’t Tread on Me,82144,26481,108625
2024-01-30,Stroud Boyz,64788,43576,108364
2024-01-30,The Shake’N’Bakerz,59114,22975,82089
2024-01-30,Low Taper Feyd,49415,36681,86096
2024-01-30,Washed up Wilsons,72801,24502,97303
2024-01-30,The Cleveland Josh Allens,81893,19304,101197
2024-01-30,Bye Week,54843,36619,91462
2024-01-30,Turrible. Just turrible.,80253,14593,94846
2024-01-31,Stanford Marshmallows,61356,44513,105869
2024-01-31,All-Pro KTC,104627,16319,120946
2024-01-31,Don’t Tread on Me,82088,26337,108425
2024-01-31,Stroud Boyz,64679,43348,108027
2024-01-31,The Shake’N’Bakerz,59118,22998,82116
2024-01-31,Low Taper Feyd,49381,36372,85753
2024-01-31,Washed up Wilsons,72799,24388,97187
2024-01-31,The Cleveland Josh Allens,82120,19085,101205
2024-01-31,Bye Week,54858,36408,91266
2024-01-31,Turrible. Just turrible.,80072,14392,94464
2024-02-01,Stanford Marshmallows,61463,44365,105828
2024-02-01,All-Pro KTC,104683,16182,120865
2024-02-01,Don’t Tread on Me,82027,26229,108256
2024-02-01,Stroud Boyz,64704,43153,107857
2024-02-01,The Shake’N’Bakerz,59244,22972,82216
2024-02-01,Low Taper Feyd,49399,36217,85616
2024-02-01,Washed up Wilsons,72705,24319,97024
2024-02-01,The Cleveland Josh Allens,82094,18887,100981
2024-02-01,Bye Week,54796,36112,90908
2024-02-01,Turrible. Just turrible.,79899,14314,94213
2024-02-02,Stanford Marshmallows,61329,44502,105831
2024-02-02,All-Pro KTC,104624,16281,120905
2024-02-02,Don’t Tread on Me,82178,26334,108512
2024-02-02,Stroud Boyz,64690,43259,107949
2024-02-02,The Shake’N’Bakerz,59308,23015,82323
2024-02-02,Low Taper Feyd,49355,36325,85680
2024-02-02,Washed up Wilsons,72619,24247,96866
2024-02-02,The Cleveland Josh Allens,81924,18956,100880
2024-02-02,Bye Week,54680,36282,90962
2024-02-02,Turrible. Just turrible.,79851,14419,94270
2024-02-03,Stanford Marshmallows,61220,44719,105939
2024-02-03,All-Pro KTC,104719,16275,120994
2024-02-03,Don’t Tread on Me,82249,26456,108705
2024-02-03,Stroud Boyz,64527,43367,107894
2024-02-03,The Shake’N’Bakerz,59210,23070,82280
2024-02-03,Low Taper Feyd,49326,36570,85896
2024-02-03,Washed up Wilsons,72795,24318,97113
2024-02-03,The Cleveland Josh Allens,81682,18992,100674
2024-02-03,Bye Week,54669,36382,91051
2024-02-03,Turrible. Just turrible.,79983,14541,94524
2024-02-04,Stanford Marshmallows,61216,44714,105930
2024-02-04,All-Pro KTC,104766,16257,121023
2024-02-04,Don’t Tread on Me,82382,26477,108859
2024-02-04,Stroud Boyz,64503,43472,107975
2024-02-04,The Shake’N’Bakerz,59347,23187,82534
2024-02-04,Low Taper Feyd,49394,36483,85877
2024-02-04,Washed up Wilsons,72804,24359,97163
2024-02-04,The Cleveland Josh Allens,81569,18953,100522
2024-02-04,Bye Week,54594,36325,90919
2024-02-04,Turrible. Just turrible.,79984,14483,94467
2024-02-05,Stanford Marshmallows,61100,44675,105775
2024-02-05,All-Pro KTC,104770,16209,120979
2024-02-05,Don’t Tread on Me,82326,26446,108772
2024-02-05,Stroud Boyz,64594,43505,108099
2024-02-05,The Shake’N’Bakerz,59241,23281,82522
2024-02-05,Low Taper Feyd,49581,36379,85960
2024-02-05,Washed up Wilsons,72709,24456,97165
2024-02-05,The Cleveland Josh Allens,81743,18933,100676
2024-02-05,Bye Week,54705,36260,90965
2024-02-05,Turrible. Just turrible.,79775,14416,94191
2024-02-06,Stanford Marshmallows,61147,44603,105750
2024-02-06,All-Pro KTC,104703,16259,120962
2024-02-06,Don’t Tread on Me,82331,26404,108735
2024-02-06,Stroud Boyz,64726,43479,108205
2024-02-06,The Shake’N’Bakerz,59214,23196,82410
2024-02-06,Low Taper Feyd,49515,36325,85840
2024-02-06,Washed up Wilsons,72694,24494,97188
2024-02-06,The Cleveland Josh Allens,81791,18979,100770
2024-02-06,Bye Week,54706,36259,90965
2024-02-06,Turrible. Just turrible.,79865,14412,94277
2024-02-07,Stanford Marshmallows,61155,44661,105816
2024-02-07,All-Pro KTC,104752,16162,120914
2024-02-07,Don’t Tread on Me,82200,26394,108594
2024-02-07,Stroud Boyz,64651,43373,108024
2024-02-07,The Shake’N’Bakerz,59233,23119,82352
2024-02-07,Low Taper Feyd,49638,36454,86092
2024-02-07,Washed up Wilsons,72478,24414,96892
2024-02-07,The Cleveland Josh Allens,81885,18995,100880
2024-02-07,Bye Week,54714,36194,90908
2024-02-07,Turrible. Just turrible.,79996,14474,94470
2024-02-08,Stanford Marshmallows,61075,44625,105700
